VESSEL_SEQ,VESSEL_CODE,NAME,PERMIT,ADFG_NUMBER,COAST_GUARD_NUMBER,LENGTH,COMMUNICATION_CODE,IGNORE_AUTOSYNC,AKR_PERSON_ID,RMD_ACTION,RMD_CHANGED_BY,RMD_CHANGE_COMMENT,RMD_TS_CHANGED,FFP_STATUS,IFQ_CDQ_LANDING,AKR_VESSEL_ID,VESSEL_CONTACT_SEQ
4213,62648,NAVIGATOR,4697,62648,534776,34,0,N,9576,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4697,
219,62694,ALITAK,5017,62694,908934,50,2,N,27376,U,NORPAC,,06-Mar-17,A,,5017,866
5718,62696,SILVER STREAK,17196,62696,,19,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17196,
4275,62698,NICKELODEON,4776,62698,693529,59,2,N,1515,U,GCAMPBELL,,08-Sep-17,A,,4776,758
1626,62706,DOROLEE,23375,62706,,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23375,
3938,62727,MISS DENA,14026,62727,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14026,
543,62730,EMMANUEL,11587,62730,588183,47,0,N,9859,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11587,
3954,62737,CHARLETTE MARIE,13321,62737,,25,0,N,11021,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13321,
2655,62743,JANNI LYNN,5037,62743,974778,40,0,N,11606,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5037,
274,62758,AMBER NICOLE,27098,62758,636376,53,0,N,2398,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,27098,
5450,62770,LUCKY LURE,5705,62770,976545,28,0,N,2826,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5705,
3992,62777,MISS ROXANNE,4667,62777,976542,58,2,N,2665,U,NORPAC,,01-Apr-15,A,,4667,243
3029,62812,KETA,15408,62812,529519,40,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15408,
5493,62816,SEACLUSION,14456,62816,635538,29,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14456,
1482,62844,DECISION,4614,62844,980422,58,2,N,142,U,NORPAC,,22-Jan-13,A,,4614,1371
5882,62856,SPORTSMAN,13324,62856,,32,0,N,11607,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13324,
941,62878,CAPE BLANCO,4623,62878,533923,50,2,N,1289,U,NORPAC,,01-May-13,A,,4623,1481
2065,62895,GAIL RENEE,4766,62895,976422,40,0,N,11610,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4766,
1353,62901,COURTNEY NORAL,4579,62901,978423,58,2,N,29757,U,NORPAC,,22-Jan-13,A,,4579,973
3462,62903,LITTLETON,4632,62903,923205,35,0,N,36102,U,GCAMPBELL,,02-Nov-17,A,,4632,
6402,62908,TRUCKEE,16054,62908,,21,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16054,
5703,62912,SILVER LINING,17158,62912,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17158,
4156,62920,MYSTERY BAY,4643,62920,552893,166,0,N,71,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4643,
3226,62922,LADY JOANNE,4657,62922,979063,58,2,N,337,U,NORPAC,,07-Jan-13,A,,4657,1462
4305,62924,NIQAX,6131,62924,,33,0,N,2882,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,6131,
1803,62925,EMILY NICOLE,4663,62925,981004,58,2,N,175,U,NORPAC,,07-Sep-16,A,,4663,1279
1591,62934,DOLPHIN,1918,62934,617019,166,0,N,8184,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1918,
813,62935,BOWFIN,1917,62935,604231,174,0,N,8184,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1917,
1260,62938,COASTAL NOMAD,3300,62938,656674,260,0,N,128,U,GCAMPBELL,,02-Nov-17,A,,3300,
1262,62941,COASTAL PROGRESS,3301,62941,927811,260,0,N,128,U,GCAMPBELL,,02-Nov-17,A,,3301,
4943,62945,QUIK SET,20890,62945,938297,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20890,
1797,62973,EMA,20880,62973,,19,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20880,
3932,62984,MISS DEBBRI,4715,62984,212310,48,0,N,2206,U,NORPAC,,07-Jan-15,,,4715,
5415,62985,SEA LION,13333,62985,,31,0,N,11615,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13333,
6437,62995,TWO BEARS,4795,62995,981975,43,2,N,30098,U,NORPAC,,23-Jun-14,A,,4795,721
4210,62996,NAVIGATOR,4777,62996,981977,52,2,N,2669,U,NORPAC,,24-Feb-15,A,,4777,1233
1387,62999,CUTWATER,4881,62999,979517,40,0,N,2072,U,NORPAC,,20-May-19,,,4881,
2490,63000,INCENTIVE,4800,63000,978133,106,0,N,2746,U,GCAMPBELL,,02-Nov-17,A,,4800,
6525,63025,VALMA KELLEY,5887,63025,249660,50,0,N,1660,U,NORPAC,,07-Jan-15,,,5887,
1065,63046,CATSPAW,14255,63046,583820,47,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14255,
3015,63048,KENNETH J,21725,63048,,23,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21725,
1953,6309,COMSTCOK,4675,6309,244015,68,0,N,10116,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4675,
5530,63090,SEENA,4854,63090,967016,42,2,N,777,U,NORPAC,,07-Jan-15,,,4854,4320
100407,63100,JULIE M,22948,63100,982828,37,0,N,2218,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,22948,
4864,63124,PRIME TIME,13342,63124,,26,0,N,11622,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13342,
3413,63128,LISA GALE,31091,63128,930267,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,31091,
5683,63137,SILVER CLOUD,13343,63137,,25,0,N,11623,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13343,
5819,63138,SOLSTICE,17038,63138,981943,44,0,N,12864,U,NORPAC,,07-Jan-15,,,17038,
5964,63163,STEPHANIE SUE,26939,63163,1185129,34,0,N,11277,U,NORPAC,,20-Mar-15,A,,26939,
5428,63182,SEA NYMPH,25052,63182,531607,31,0,N,87419,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,25052,
101853,63190,DELLA C,30198,63190,,40,0,E,,U,NORPAC,,16-Oct-18,,,30198,
5138,63205,ROBETTA-J,13346,63205,257153,46,0,N,10734,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13346,
3266,63209,LITTLE EMM,13347,63209,,28,0,N,11626,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13347,
5103,63215,RIMFIRE,4987,63215,662325,40,0,N,1029,U,NORPAC,,07-Jan-15,,,4987,
723,63239,BLITZ,14404,63239,,17,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14404,
3230,63250,LADY KATE,5020,63250,545572,89,0,N,338,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5020,
5868,63252,SPICY LADY,4804,63252,982857,58,2,N,985,U,NORPAC,,31-Dec-12,A,,4804,829
2288,63260,HAPPY HOOKER,15088,63260,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15088,
100409,63265,BAD DEAL,23189,63265,984611,32,0,N,87901,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,23189,
1796,63266,EM-ME II,5775,63266,,18,0,N,856,U,NORPAC,,07-Jan-15,,,5775,
1984,63271,FLORA J,27068,63271,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,27068,
1142,63282,CHELSEA K,13351,63282,,31,0,N,11630,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13351,
1135,63293,CHECKMATE,24120,63293,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24120,
4493,63303,OCEAN RAVEN,13353,63303,660329,43,0,N,11632,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13353,
2274,63304,HALIBUT MOON,16403,63304,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16403,
6026,63314,SUNLIGHT,13354,63314,578914,41,0,N,11633,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13354,
961,6332,CAPE HORN,1635,6332,270569,40,0,N,2033,U,NORPAC,,07-Jan-15,,,1635,
2697,63329,HEY TOM,13357,63329,983371,32,0,N,11636,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13357,
6359,63334,TOXIC TOO,23251,63334,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23251,
4293,63350,NIGHTRIDER,20284,63350,981239,46,2,N,62,U,NORPAC,,02-Jun-16,A,,20284,1147
3791,63353,MELISSA MARIE,19727,63353,,26,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19727,
3003,63355,KELLY TOO,14925,63355,627815,40,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14925,
5864,63357,SPECIAL K,13358,63357,983643,37,0,N,11637,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13358,
904,63362,C HAWK,14820,63362,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14820,
6533,63363,VANESSA V,5920,63363,,21,0,N,1813,U,NORPAC,,07-Jan-15,,,5920,
1364,63367,CRUISER,4932,63367,983190,32,0,N,2019,U,NORPAC,,20-Jan-15,A,,4932,
6336,6337,TONKI-CAPE,11928,6337,247749,35,0,N,10395,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11928,
3033,63379,KEYSTONE,15023,63379,980885,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15023,
3493,6338,LORENA ANNE,11929,6338,251925,30,0,N,10396,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11929,
2939,63406,KATHY ANN,13363,63406,982626,45,2,N,11642,U,NORPAC,,22-Apr-14,,,13363,1774
4257,63414,NEW MAID,13364,63414,,19,0,N,11643,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13364,
5628,63417,SHANIKO,5888,63417,596140,41,0,N,2163,U,NORPAC,,07-Jan-15,,,5888,
3034,6342,KFC-11,3435,6342,241425,31,0,N,8491,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3435,
5531,63427,SEINE SKIFF,17686,63427,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17686,
1536,63459,DESPERADO,14441,63459,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14441,
5338,6346,SATELLITE,11930,6346,271420,36,0,N,9910,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11930,
6719,63461,WILD HORSE,13366,63461,917776,40,0,N,11645,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13366,
513,63465,AUDREY,13367,63465,,30,0,N,11646,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13367,
6502,63489,RENEGADE,4833,63489,982858,47,2,N,11649,U,NORPAC,,27-Jan-15,A,,4833,1033
2224,63490,GRUFFIAN,22674,63490,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22674,
1206,63491,CHRISTOPHER C,23229,63491,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23229,
2933,63518,KATHIE,18317,63518,285782,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18317,
4514,63519,ODIN,4634,63519,978500,58,2,N,1888,U,NORPAC,,06-May-13,A,,4634,756
5733,63521,SEAMUS,30008,63521,555678,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,30008,
6339,63526,TONY B,5064,63526,503344,96,0,N,11427,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5064,
4640,63536,PACIFIC SUN,17789,63536,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17789,
100300,63540,WAY TO GO II,4848,63540,940168,50,0,N,50884,U,NORPAC,,27-Jan-15,,,4848,654
3031,63549,KEVIN,19153,63549,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19153,
5698,63553,SILVER KING,13377,63553,,26,0,N,11655,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13377,
2610,63555,JACOB T,13378,63555,,32,0,N,11656,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13378,
5772,63560,SKY BLAZER,21343,63560,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21343,
5468,63561,SEA URCHIN,5059,63561,631689,37,0,N,9007,U,NORPAC,,07-Jan-15,,,5059,
3612,63563,MAKO,13381,63563,604376,41,0,N,10195,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13381,
4667,63583,UNNAMED,13383,63583,,20,0,N,11660,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,13383,
511,63604,ATSAQ,23966,63604,,23,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23966,
1272,63614,COHO,4988,63614,521432,40,0,N,1029,U,NORPAC,,07-Jan-15,,,4988,
4089,63619,MOTIVE,13385,63619,,31,0,N,9789,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13385,
2782,63622,ADRIENNE,13386,63622,,31,0,N,11661,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13386,
2706,63633,JENNY TOO,16699,63633,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16699,
6271,63636,TIANNA SEA,23330,63636,980621,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23330,
101991,63644,SCANDIA,4802,63644,,58,2,E,,U,NORPAC,,16-Apr-19,A,,4802,4440
111122,63655,TEST REST,1499,63655,,59,0,N,,U,GCAMPBELL,,02-Dec-19,,,,
947,63656,CAPE CLEARE,13388,63656,261032,40,0,N,11663,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13388,
4724,63673,PAULA MAC,21986,63673,,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21986,
